FORECAST_DATE_LOCAL,FORECAST_DATE_GMT,MAX,MIN,OPT,MCR,ACTUAL,dayOfWeek,dayOfMonth,year,month
2025-07-12T21:00:00.000Z,2025-07-13T03:00:00.000Z,1495.98,605.54,1068.04,5688,556.6,1,13,2025,7
2025-07-12T20:00:00.000Z,2025-07-13T02:00:00.000Z,1617.5,525.1,1037.53,5688,654.49,1,13,2025,7
2025-07-12T19:00:00.000Z,2025-07-13T01:00:00.000Z,1725.39,594.93,1059.51,5688,814.71,1,13,2025,7
2025-07-12T18:00:00.000Z,2025-07-13T00:00:00.000Z,1810.26,697.18,1121.9,5688,947.19,1,13,2025,7
2025-07-12T17:00:00.000Z,2025-07-12T23:00:00.000Z,1636.65,756.94,1177.85,5688,945.97,7,12,2025,7
2025-07-12T16:00:00.000Z,2025-07-12T22:00:00.000Z,1684.78,669.24,1147.13,5688,939.28,7,12,2025,7
2025-07-12T15:00:00.000Z,2025-07-12T21:00:00.000Z,1753.94,577.14,1063.24,5688,836.75,7,12,2025,7
2025-07-12T14:00:00.000Z,2025-07-12T20:00:00.000Z,1733.15,527.96,960.12,5688,706.58,7,12,2025,7
2025-07-12T13:00:00.000Z,2025-07-12T19:00:00.000Z,1537.87,511.13,855.65,5688,701.41,7,12,2025,7
2025-07-12T12:00:00.000Z,2025-07-12T18:00:00.000Z,1434.79,513.8,803.12,5688,1066.45,7,12,2025,7
2025-07-12T11:00:00.000Z,2025-07-12T17:00:00.000Z,1525.06,477.97,813.21,5688,1271.65,7,12,2025,7
2025-07-12T10:00:00.000Z,2025-07-12T16:00:00.000Z,1772.96,538.11,833.84,5688,1296.4,7,12,2025,7
2025-07-12T09:00:00.000Z,2025-07-12T15:00:00.000Z,1814.78,611.19,984.74,5688,1207.4,7,12,2025,7
2025-07-12T08:00:00.000Z,2025-07-12T14:00:00.000Z,2009.63,696.92,1442.16,5688,1186.77,7,12,2025,7
2025-07-12T07:00:00.000Z,2025-07-12T13:00:00.000Z,2515.88,1072.63,2091.66,5688,1678.2,7,12,2025,7
2025-07-12T06:00:00.000Z,2025-07-12T12:00:00.000Z,2760.06,1777.52,2541.5,5688,2102.02,7,12,2025,7
2025-07-12T05:00:00.000Z,2025-07-12T11:00:00.000Z,2941.75,2296.8,2749.1,5688,2231.18,7,12,2025,7
2025-07-12T04:00:00.000Z,2025-07-12T10:00:00.000Z,3112.23,2370.68,2828.19,5688,2285.93,7,12,2025,7
2025-07-12T03:00:00.000Z,2025-07-12T09:00:00.000Z,3266.12,2570.83,2950.19,5688,2455.91,7,12,2025,7
2025-07-12T02:00:00.000Z,2025-07-12T08:00:00.000Z,3412.74,2724.45,3112.24,5688,2747.31,7,12,2025,7
2025-07-12T01:00:00.000Z,2025-07-12T07:00:00.000Z,3603.88,2831.28,3251.78,5688,2936.03,7,12,2025,7
2025-07-12T00:00:00.000Z,2025-07-12T06:00:00.000Z,3541.93,2651.01,3209.81,5688,2880.82,7,12,2025,7
2025-07-11T23:00:00.000Z,2025-07-12T05:00:00.000Z,3353.23,2130.66,2859.78,5688,2710.76,7,12,2025,7
2025-07-11T22:00:00.000Z,2025-07-12T04:00:00.000Z,2757.15,1556.31,2169.39,5688,2257.41,7,12,2025,7
2025-07-11T21:00:00.000Z,2025-07-12T03:00:00.000Z,2235.85,1232.09,1605.51,5688,1722.89,7,12,2025,7
2025-07-11T20:00:00.000Z,2025-07-12T02:00:00.000Z,1864.3,1002.74,1208.35,5688,1408.11,7,12,2025,7
2025-07-11T19:00:00.000Z,2025-07-12T01:00:00.000Z,1688.53,821.29,1017.01,5688,1320.79,7,12,2025,7
2025-07-11T18:00:00.000Z,2025-07-12T00:00:00.000Z,1605.66,925.29,969.9,5688,1175.79,7,12,2025,7
2025-07-11T17:00:00.000Z,2025-07-11T23:00:00.000Z,1540.96,745.32,885.24,5688,1036.74,6,11,2025,7
2025-07-11T16:00:00.000Z,2025-07-11T22:00:00.000Z,1379.74,495.89,709.4,5688,943.44,6,11,2025,7
2025-07-11T15:00:00.000Z,2025-07-11T21:00:00.000Z,1158.58,376.33,594.53,5688,809.04,6,11,2025,7
2025-07-11T14:00:00.000Z,2025-07-11T20:00:00.000Z,893.68,314.57,460.82,5688,624.71,6,11,2025,7
2025-07-11T13:00:00.000Z,2025-07-11T19:00:00.000Z,632.17,282.01,368.17,5688,428.38,6,11,2025,7
2025-07-11T12:00:00.000Z,2025-07-11T18:00:00.000Z,448.25,212.23,285.7,5688,322.77,6,11,2025,7
2025-07-11T11:00:00.000Z,2025-07-11T17:00:00.000Z,338.07,190.69,246.07,5688,250.78,6,11,2025,7
2025-07-11T10:00:00.000Z,2025-07-11T16:00:00.000Z,269.09,149.49,202.63,5688,206.87,6,11,2025,7
2025-07-11T09:00:00.000Z,2025-07-11T15:00:00.000Z,375.8,136.3,209.86,5688,192.53,6,11,2025,7
2025-07-11T08:00:00.000Z,2025-07-11T14:00:00.000Z,645.1,166.28,416.11,5688,306.52,6,11,2025,7
2025-07-11T07:00:00.000Z,2025-07-11T13:00:00.000Z,1096.75,454.4,816.7,5688,683.81,6,11,2025,7
2025-07-11T06:00:00.000Z,2025-07-11T12:00:00.000Z,1496.54,971.72,1203.71,5688,1058.2,6,11,2025,7
2025-07-11T05:00:00.000Z,2025-07-11T11:00:00.000Z,1731.65,1382.08,1521.82,5688,1345.78,6,11,2025,7
2025-07-11T04:00:00.000Z,2025-07-11T10:00:00.000Z,2080.57,1675.61,1809.52,5688,1511.19,6,11,2025,7
2025-07-11T03:00:00.000Z,2025-07-11T09:00:00.000Z,2281.68,1842.0,1998.98,5688,1573.6,6,11,2025,7
2025-07-11T02:00:00.000Z,2025-07-11T08:00:00.000Z,2363.95,1617.79,2009.8,5688,1783.64,6,11,2025,7
2025-07-11T01:00:00.000Z,2025-07-11T07:00:00.000Z,2388.14,1283.47,1981.21,5688,1884.68,6,11,2025,7
2025-07-11T00:00:00.000Z,2025-07-11T06:00:00.000Z,2435.74,1067.48,1918.21,5688,1924.81,6,11,2025,7
2025-07-10T23:00:00.000Z,2025-07-11T05:00:00.000Z,2261.61,959.35,1712.69,5688,2020.85,6,11,2025,7
2025-07-10T22:00:00.000Z,2025-07-11T04:00:00.000Z,1921.28,915.74,1369.61,5688,1629.71,6,11,2025,7
2025-07-10T21:00:00.000Z,2025-07-11T03:00:00.000Z,1735.46,701.38,1167.29,5688,1255.27,6,11,2025,7
2025-07-10T20:00:00.000Z,2025-07-11T02:00:00.000Z,1660.65,839.18,1177.06,5688,1090.96,6,11,2025,7
2025-07-10T19:00:00.000Z,2025-07-11T01:00:00.000Z,1780.6,920.29,1247.44,5688,1137.98,6,11,2025,7
2025-07-10T18:00:00.000Z,2025-07-11T00:00:00.000Z,2429.1,1171.53,1443.32,5688,1193.06,6,11,2025,7
2025-07-10T17:00:00.000Z,2025-07-10T23:00:00.000Z,2587.22,1120.87,1560.94,5688,1518.69,5,10,2025,7
2025-07-10T16:00:00.000Z,2025-07-10T22:00:00.000Z,2724.0,1301.79,1929.68,5688,2286.62,5,10,2025,7
2025-07-10T15:00:00.000Z,2025-07-10T21:00:00.000Z,2915.33,1750.54,2250.06,5688,2807.03,5,10,2025,7
2025-07-10T14:00:00.000Z,2025-07-10T20:00:00.000Z,2843.52,1939.84,2432.57,5688,2916.35,5,10,2025,7
2025-07-10T13:00:00.000Z,2025-07-10T19:00:00.000Z,2784.23,1872.2,2352.69,5688,2692.18,5,10,2025,7
2025-07-10T12:00:00.000Z,2025-07-10T18:00:00.000Z,2665.05,1529.31,2183.5,5688,1990.43,5,10,2025,7
2025-07-10T11:00:00.000Z,2025-07-10T17:00:00.000Z,2160.89,1525.29,1822.06,5688,1566.11,5,10,2025,7
2025-07-10T10:00:00.000Z,2025-07-10T16:00:00.000Z,1882.41,693.91,1389.99,5688,1464.47,5,10,2025,7
2025-07-10T09:00:00.000Z,2025-07-10T15:00:00.000Z,1743.66,130.07,1106.76,5688,1433.99,5,10,2025,7
2025-07-10T08:00:00.000Z,2025-07-10T14:00:00.000Z,1554.89,65.63,874.05,5688,1281.97,5,10,2025,7
2025-07-10T07:00:00.000Z,2025-07-10T13:00:00.000Z,1331.75,322.25,766.95,5688,1088.2,5,10,2025,7
2025-07-10T06:00:00.000Z,2025-07-10T12:00:00.000Z,1714.8,539.87,1012.93,5688,1050.43,5,10,2025,7
2025-07-10T05:00:00.000Z,2025-07-10T11:00:00.000Z,1593.39,499.91,951.69,5688,948.86,5,10,2025,7
2025-07-10T04:00:00.000Z,2025-07-10T10:00:00.000Z,1522.39,418.49,874.3,5688,856.62,5,10,2025,7
2025-07-10T03:00:00.000Z,2025-07-10T09:00:00.000Z,1544.94,363.11,786.73,5688,894.03,5,10,2025,7
2025-07-10T02:00:00.000Z,2025-07-10T08:00:00.000Z,1567.64,430.44,812.65,5688,1006.6,5,10,2025,7
2025-07-10T01:00:00.000Z,2025-07-10T07:00:00.000Z,1744.75,604.39,984.48,5688,945.94,5,10,2025,7
2025-07-10T00:00:00.000Z,2025-07-10T06:00:00.000Z,2199.88,689.32,1252.65,5688,1057.86,5,10,2025,7
2025-07-09T23:00:00.000Z,2025-07-10T05:00:00.000Z,3373.6,860.41,1694.41,5688,1524.29,5,10,2025,7
2025-07-09T22:00:00.000Z,2025-07-10T04:00:00.000Z,4107.09,1411.57,2272.56,5688,1874.46,5,10,2025,7
2025-07-09T21:00:00.000Z,2025-07-10T03:00:00.000Z,4244.49,2097.99,2794.95,5688,2168.6,5,10,2025,7
2025-07-09T20:00:00.000Z,2025-07-10T02:00:00.000Z,4031.58,2695.87,3156.58,5688,2534.41,5,10,2025,7
2025-07-09T19:00:00.000Z,2025-07-10T01:00:00.000Z,3875.85,3067.41,3423.97,5688,2573.66,5,10,2025,7
2025-07-09T18:00:00.000Z,2025-07-10T00:00:00.000Z,4020.67,3118.88,3446.2,5688,2167.65,5,10,2025,7
2025-07-09T17:00:00.000Z,2025-07-09T23:00:00.000Z,3804.77,2590.55,3011.12,5688,2016.57,4,9,2025,7
2025-07-09T16:00:00.000Z,2025-07-09T22:00:00.000Z,3606.64,2456.4,2919.05,5688,1998.6,4,9,2025,7
2025-07-09T15:00:00.000Z,2025-07-09T21:00:00.000Z,3263.83,2222.68,2615.86,5688,2042.45,4,9,2025,7
2025-07-09T14:00:00.000Z,2025-07-09T20:00:00.000Z,2985.18,2062.07,2380.1,5688,1926.36,4,9,2025,7
2025-07-09T13:00:00.000Z,2025-07-09T19:00:00.000Z,2774.66,1615.13,2161.21,5688,1870.08,4,9,2025,7
2025-07-09T12:00:00.000Z,2025-07-09T18:00:00.000Z,2763.68,1227.24,2036.69,5688,1867.39,4,9,2025,7
2025-07-09T11:00:00.000Z,2025-07-09T17:00:00.000Z,2725.88,868.68,1783.01,5688,1650.15,4,9,2025,7
2025-07-09T10:00:00.000Z,2025-07-09T16:00:00.000Z,2438.43,723.21,1443.91,5688,1421.44,4,9,2025,7
2025-07-09T09:00:00.000Z,2025-07-09T15:00:00.000Z,2448.27,925.99,1402.6,5688,1491.27,4,9,2025,7
2025-07-09T08:00:00.000Z,2025-07-09T14:00:00.000Z,2654.2,1470.73,1853.78,5688,1783.55,4,9,2025,7
2025-07-09T07:00:00.000Z,2025-07-09T13:00:00.000Z,3257.25,2230.09,2632.48,5688,2208.39,4,9,2025,7
2025-07-09T06:00:00.000Z,2025-07-09T12:00:00.000Z,3909.46,3060.47,3428.94,5688,2625.02,4,9,2025,7
2025-07-09T05:00:00.000Z,2025-07-09T11:00:00.000Z,4161.71,3369.34,3764.56,5688,2806.24,4,9,2025,7
2025-07-09T04:00:00.000Z,2025-07-09T10:00:00.000Z,4326.65,3459.81,3913.77,5688,2973.72,4,9,2025,7
2025-07-09T03:00:00.000Z,2025-07-09T09:00:00.000Z,4316.1,3768.88,4063.46,5688,3057.65,4,9,2025,7
2025-07-09T02:00:00.000Z,2025-07-09T08:00:00.000Z,4309.33,3652.29,4123.58,5688,3115.86,4,9,2025,7
2025-07-09T01:00:00.000Z,2025-07-09T07:00:00.000Z,4395.03,3482.73,4145.47,5688,3190.21,4,9,2025,7
2025-07-09T00:00:00.000Z,2025-07-09T06:00:00.000Z,4411.73,3314.14,4111.94,5688,3269.22,4,9,2025,7
2025-07-08T23:00:00.000Z,2025-07-09T05:00:00.000Z,4370.18,3039.18,3966.25,5688,3316.65,4,9,2025,7
2025-07-08T22:00:00.000Z,2025-07-09T04:00:00.000Z,4320.64,2889.79,3770.07,5688,3295.36,4,9,2025,7
2025-07-08T21:00:00.000Z,2025-07-09T03:00:00.000Z,4045.4,2666.92,3389.73,5688,3117.9,4,9,2025,7
2025-07-08T20:00:00.000Z,2025-07-09T02:00:00.000Z,3685.73,2264.81,3001.99,5688,2783.48,4,9,2025,7
2025-07-08T19:00:00.000Z,2025-07-09T01:00:00.000Z,3313.88,2096.82,2731.91,5688,2392.88,4,9,2025,7
2025-07-08T18:00:00.000Z,2025-07-09T00:00:00.000Z,3078.8,2294.58,2625.02,5688,2401.05,4,9,2025,7
2025-07-08T17:00:00.000Z,2025-07-08T23:00:00.000Z,2954.13,2193.85,2358.18,5688,2312.47,3,8,2025,7
2025-07-08T16:00:00.000Z,2025-07-08T22:00:00.000Z,2983.01,2184.8,2253.87,5688,2094.93,3,8,2025,7
2025-07-08T15:00:00.000Z,2025-07-08T21:00:00.000Z,2870.53,1886.76,2093.4,5688,1900.42,3,8,2025,7
2025-07-08T14:00:00.000Z,2025-07-08T20:00:00.000Z,2667.16,1618.34,1948.03,5688,1651.3,3,8,2025,7
2025-07-08T13:00:00.000Z,2025-07-08T19:00:00.000Z,2520.7,1476.19,1851.07,5688,1546.34,3,8,2025,7
2025-07-08T12:00:00.000Z,2025-07-08T18:00:00.000Z,2525.42,1294.94,1779.56,5688,1430.87,3,8,2025,7
2025-07-08T11:00:00.000Z,2025-07-08T17:00:00.000Z,2470.53,1043.4,1635.33,5688,1252.05,3,8,2025,7
2025-07-08T10:00:00.000Z,2025-07-08T16:00:00.000Z,2468.11,1022.01,1451.8,5688,1137.72,3,8,2025,7
2025-07-08T09:00:00.000Z,2025-07-08T15:00:00.000Z,2517.28,1219.11,1537.26,5688,993.01,3,8,2025,7
2025-07-08T08:00:00.000Z,2025-07-08T14:00:00.000Z,2962.26,1401.2,2038.9,5688,1262.11,3,8,2025,7
2025-07-08T07:00:00.000Z,2025-07-08T13:00:00.000Z,3292.79,1834.66,2555.17,5688,1907.76,3,8,2025,7
2025-07-08T06:00:00.000Z,2025-07-08T12:00:00.000Z,3480.62,2382.57,2978.25,5688,2316.87,3,8,2025,7
2025-07-08T05:00:00.000Z,2025-07-08T11:00:00.000Z,3570.62,2652.29,3124.73,5688,2353.19,3,8,2025,7
2025-07-08T04:00:00.000Z,2025-07-08T10:00:00.000Z,3613.63,2834.88,3214.71,5688,2443.09,3,8,2025,7
2025-07-08T03:00:00.000Z,2025-07-08T09:00:00.000Z,3720.38,2934.76,3259.5,5688,2643.01,3,8,2025,7
2025-07-08T02:00:00.000Z,2025-07-08T08:00:00.000Z,3729.76,2956.93,3297.8,5688,2755.52,3,8,2025,7
2025-07-08T01:00:00.000Z,2025-07-08T07:00:00.000Z,3582.06,2814.3,3278.07,5688,2838.4,3,8,2025,7
2025-07-08T00:00:00.000Z,2025-07-08T06:00:00.000Z,3393.59,2458.88,3042.18,5688,2969.1,3,8,2025,7
2025-07-07T23:00:00.000Z,2025-07-08T05:00:00.000Z,3229.95,2025.68,2600.75,5688,2882.45,3,8,2025,7
2025-07-07T22:00:00.000Z,2025-07-08T04:00:00.000Z,3038.0,1505.75,1983.93,5688,2055.21,3,8,2025,7
2025-07-07T21:00:00.000Z,2025-07-08T03:00:00.000Z,2375.13,917.9,1318.5,5688,1288.9,3,8,2025,7
2025-07-07T20:00:00.000Z,2025-07-08T02:00:00.000Z,1495.12,510.72,806.77,5688,834.99,3,8,2025,7
2025-07-07T19:00:00.000Z,2025-07-08T01:00:00.000Z,1046.57,323.98,546.7,5688,624.83,3,8,2025,7
2025-07-07T18:00:00.000Z,2025-07-08T00:00:00.000Z,988.55,264.14,442.97,5688,614.35,3,8,2025,7
2025-07-07T17:00:00.000Z,2025-07-07T23:00:00.000Z,982.46,220.99,372.91,5688,528.21,2,7,2025,7
2025-07-07T16:00:00.000Z,2025-07-07T22:00:00.000Z,845.44,185.15,327.24,5688,463.33,2,7,2025,7
2025-07-07T15:00:00.000Z,2025-07-07T21:00:00.000Z,638.53,175.87,290.02,5688,330.76,2,7,2025,7
2025-07-07T14:00:00.000Z,2025-07-07T20:00:00.000Z,446.79,187.25,280.87,5688,253.12,2,7,2025,7
2025-07-07T13:00:00.000Z,2025-07-07T19:00:00.000Z,361.4,208.98,259.46,5688,275.48,2,7,2025,7
2025-07-07T12:00:00.000Z,2025-07-07T18:00:00.000Z,343.44,161.04,230.04,5688,235.96,2,7,2025,7
2025-07-07T11:00:00.000Z,2025-07-07T17:00:00.000Z,274.76,124.89,171.09,5688,155.85,2,7,2025,7
2025-07-07T10:00:00.000Z,2025-07-07T16:00:00.000Z,193.0,75.81,112.39,5688,106.84,2,7,2025,7
2025-07-07T09:00:00.000Z,2025-07-07T15:00:00.000Z,120.39,37.63,65.35,5688,65.63,2,7,2025,7
2025-07-07T08:00:00.000Z,2025-07-07T14:00:00.000Z,149.02,53.09,81.65,5688,51.18,2,7,2025,7
2025-07-07T07:00:00.000Z,2025-07-07T13:00:00.000Z,214.44,108.88,151.11,5688,95.68,2,7,2025,7
2025-07-07T06:00:00.000Z,2025-07-07T12:00:00.000Z,358.97,152.79,236.04,5688,127.79,2,7,2025,7
2025-07-07T05:00:00.000Z,2025-07-07T11:00:00.000Z,531.36,144.75,351.53,5688,161.83,2,7,2025,7
2025-07-07T04:00:00.000Z,2025-07-07T10:00:00.000Z,694.91,298.48,445.42,5688,182.03,2,7,2025,7
2025-07-07T03:00:00.000Z,2025-07-07T09:00:00.000Z,790.9,320.34,466.76,5688,195.56,2,7,2025,7
2025-07-07T02:00:00.000Z,2025-07-07T08:00:00.000Z,792.8,318.99,460.53,5688,219.36,2,7,2025,7
2025-07-07T01:00:00.000Z,2025-07-07T07:00:00.000Z,725.06,330.63,444.35,5688,159.41,2,7,2025,7
2025-07-07T00:00:00.000Z,2025-07-07T06:00:00.000Z,641.62,315.7,453.66,5688,173.46,2,7,2025,7
2025-07-06T23:00:00.000Z,2025-07-07T05:00:00.000Z,634.49,275.94,428.4,5688,221.77,2,7,2025,7
2025-07-06T22:00:00.000Z,2025-07-07T04:00:00.000Z,877.24,196.16,396.03,5688,375.92,2,7,2025,7
2025-07-06T21:00:00.000Z,2025-07-07T03:00:00.000Z,962.25,228.2,438.24,5688,575.74,2,7,2025,7
2025-07-06T20:00:00.000Z,2025-07-07T02:00:00.000Z,939.2,249.09,506.1,5688,856.51,2,7,2025,7
2025-07-06T19:00:00.000Z,2025-07-07T01:00:00.000Z,923.22,233.78,536.61,5688,1107.53,2,7,2025,7
2025-07-06T18:00:00.000Z,2025-07-07T00:00:00.000Z,946.78,211.64,570.93,5688,1245.17,2,7,2025,7
2025-07-06T17:00:00.000Z,2025-07-06T23:00:00.000Z,1109.73,137.88,558.98,5688,1246.29,1,6,2025,7
2025-07-06T16:00:00.000Z,2025-07-06T22:00:00.000Z,1806.77,79.71,715.84,5688,1207.85,1,6,2025,7
2025-07-06T15:00:00.000Z,2025-07-06T21:00:00.000Z,1525.9,56.32,628.0,5688,1139.71,1,6,2025,7
2025-07-06T14:00:00.000Z,2025-07-06T20:00:00.000Z,1131.74,233.42,627.51,5688,1071.7,1,6,2025,7
2025-07-06T13:00:00.000Z,2025-07-06T19:00:00.000Z,995.6,246.08,607.73,5688,1082.89,1,6,2025,7
2025-07-06T12:00:00.000Z,2025-07-06T18:00:00.000Z,950.4,151.0,638.01,5688,1039.81,1,6,2025,7
2025-07-06T11:00:00.000Z,2025-07-06T17:00:00.000Z,921.44,221.32,630.62,5688,609.77,1,6,2025,7
2025-07-06T10:00:00.000Z,2025-07-06T16:00:00.000Z,1012.9,150.8,676.8,5688,340.63,1,6,2025,7
2025-07-06T09:00:00.000Z,2025-07-06T15:00:00.000Z,1028.53,96.2,615.88,5688,295.83,1,6,2025,7
2025-07-06T08:00:00.000Z,2025-07-06T14:00:00.000Z,1272.73,89.87,769.18,5688,488.47,1,6,2025,7
2025-07-06T07:00:00.000Z,2025-07-06T13:00:00.000Z,1611.98,225.58,1080.25,5688,988.57,1,6,2025,7
2025-07-06T06:00:00.000Z,2025-07-06T12:00:00.000Z,1686.83,314.68,1242.98,5688,1006.2,1,6,2025,7
2025-07-06T05:00:00.000Z,2025-07-06T11:00:00.000Z,1655.55,534.15,1325.36,5688,1012.98,1,6,2025,7
2025-07-06T04:00:00.000Z,2025-07-06T10:00:00.000Z,1435.42,658.67,1243.61,5688,1057.55,1,6,2025,7
2025-07-06T03:00:00.000Z,2025-07-06T09:00:00.000Z,1472.2,736.99,1258.17,5688,1272.21,1,6,2025,7
2025-07-06T02:00:00.000Z,2025-07-06T08:00:00.000Z,1478.46,791.35,1247.68,5688,1511.26,1,6,2025,7
2025-07-06T01:00:00.000Z,2025-07-06T07:00:00.000Z,1526.17,867.14,1192.62,5688,1517.59,1,6,2025,7
2025-07-06T00:00:00.000Z,2025-07-06T06:00:00.000Z,1407.47,800.8,1151.07,5688,1403.34,1,6,2025,7
2025-07-05T23:00:00.000Z,2025-07-06T05:00:00.000Z,1272.73,728.7,1010.24,5688,1225.32,1,6,2025,7
2025-07-05T22:00:00.000Z,2025-07-06T04:00:00.000Z,1204.46,541.28,886.19,5688,1131.66,1,6,2025,7
2025-07-05T21:00:00.000Z,2025-07-06T03:00:00.000Z,1175.6,423.28,683.02,5688,885.99,1,6,2025,7
2025-07-05T20:00:00.000Z,2025-07-06T02:00:00.000Z,1209.15,347.74,511.02,5688,797.02,1,6,2025,7
2025-07-05T19:00:00.000Z,2025-07-06T01:00:00.000Z,1186.94,354.44,454.28,5688,788.62,1,6,2025,7
2025-07-05T18:00:00.000Z,2025-07-06T00:00:00.000Z,830.07,369.82,445.38,5688,841.42,1,6,2025,7
2025-07-05T17:00:00.000Z,2025-07-05T23:00:00.000Z,739.16,312.04,475.76,5688,857.53,7,5,2025,7
2025-07-05T16:00:00.000Z,2025-07-05T22:00:00.000Z,854.49,345.82,449.02,5688,823.81,7,5,2025,7
2025-07-05T15:00:00.000Z,2025-07-05T21:00:00.000Z,930.68,340.02,509.04,5688,825.05,7,5,2025,7
2025-07-05T14:00:00.000Z,2025-07-05T20:00:00.000Z,955.58,351.91,524.69,5688,851.74,7,5,2025,7
2025-07-05T13:00:00.000Z,2025-07-05T19:00:00.000Z,846.4,360.42,507.02,5688,849.1,7,5,2025,7
2025-07-05T12:00:00.000Z,2025-07-05T18:00:00.000Z,730.03,240.02,467.09,5688,792.29,7,5,2025,7
2025-07-05T11:00:00.000Z,2025-07-05T17:00:00.000Z,,,,5688,752.83,7,5,2025,7
2025-07-05T10:00:00.000Z,2025-07-05T16:00:00.000Z,685.53,181.34,415.03,5688,902.67,7,5,2025,7
2025-07-05T09:00:00.000Z,2025-07-05T15:00:00.000Z,504.15,171.21,321.17,5688,880.42,7,5,2025,7
2025-07-05T08:00:00.000Z,2025-07-05T14:00:00.000Z,549.77,111.25,306.16,5688,771.96,7,5,2025,7
2025-07-05T07:00:00.000Z,2025-07-05T13:00:00.000Z,825.66,141.28,383.93,5688,633.03,7,5,2025,7
2025-07-05T06:00:00.000Z,2025-07-05T12:00:00.000Z,1107.37,210.65,500.94,5688,554.12,7,5,2025,7
2025-07-05T05:00:00.000Z,2025-07-05T11:00:00.000Z,1309.08,279.83,585.47,5688,650.15,7,5,2025,7
2025-07-05T04:00:00.000Z,2025-07-05T10:00:00.000Z,1305.33,99.47,614.98,5688,893.12,7,5,2025,7
2025-07-05T03:00:00.000Z,2025-07-05T09:00:00.000Z,1272.84,120.24,722.87,5688,1201.98,7,5,2025,7
2025-07-05T02:00:00.000Z,2025-07-05T08:00:00.000Z,1304.97,234.14,815.54,5688,1308.25,7,5,2025,7
2025-07-05T01:00:00.000Z,2025-07-05T07:00:00.000Z,1388.28,412.71,963.27,5688,1613.99,7,5,2025,7
2025-07-05T00:00:00.000Z,2025-07-05T06:00:00.000Z,1490.37,484.49,1028.07,5688,1645.96,7,5,2025,7
2025-07-04T23:00:00.000Z,2025-07-05T05:00:00.000Z,1516.8,695.69,1086.77,5688,1553.72,7,5,2025,7
2025-07-04T22:00:00.000Z,2025-07-05T04:00:00.000Z,1842.81,825.9,1295.29,5688,1567.85,7,5,2025,7
2025-07-04T21:00:00.000Z,2025-07-05T03:00:00.000Z,1825.4,859.15,1245.33,5688,1522.33,7,5,2025,7
2025-07-04T20:00:00.000Z,2025-07-05T02:00:00.000Z,1672.38,833.36,1171.24,5688,1148.33,7,5,2025,7
2025-07-04T19:00:00.000Z,2025-07-05T01:00:00.000Z,1544.62,1012.12,1191.1,5688,732.12,7,5,2025,7
2025-07-04T18:00:00.000Z,2025-07-05T00:00:00.000Z,1277.89,950.16,1129.71,5688,655.66,7,5,2025,7
2025-07-04T17:00:00.000Z,2025-07-04T23:00:00.000Z,1299.4,682.43,1007.17,5688,652.34,6,4,2025,7
2025-07-04T16:00:00.000Z,2025-07-04T22:00:00.000Z,1164.41,579.02,888.71,5688,682.78,6,4,2025,7
2025-07-04T15:00:00.000Z,2025-07-04T21:00:00.000Z,1072.23,495.82,821.64,5688,724.39,6,4,2025,7
2025-07-04T14:00:00.000Z,2025-07-04T20:00:00.000Z,1127.67,473.98,809.1,5688,838.67,6,4,2025,7
2025-07-04T13:00:00.000Z,2025-07-04T19:00:00.000Z,1160.63,542.29,838.11,5688,879.75,6,4,2025,7
2025-07-04T12:00:00.000Z,2025-07-04T18:00:00.000Z,1228.36,598.71,892.06,5688,928.62,6,4,2025,7
2025-07-04T11:00:00.000Z,2025-07-04T17:00:00.000Z,1395.33,586.41,899.71,5688,890.02,6,4,2025,7
2025-07-04T10:00:00.000Z,2025-07-04T16:00:00.000Z,1400.79,548.85,855.35,5688,782.54,6,4,2025,7
2025-07-04T09:00:00.000Z,2025-07-04T15:00:00.000Z,1279.92,496.69,711.47,5688,765.39,6,4,2025,7
2025-07-04T08:00:00.000Z,2025-07-04T14:00:00.000Z,1218.66,351.9,601.35,5688,669.64,6,4,2025,7
2025-07-04T07:00:00.000Z,2025-07-04T13:00:00.000Z,1229.01,341.21,659.35,5688,636.94,6,4,2025,7
2025-07-04T06:00:00.000Z,2025-07-04T12:00:00.000Z,1071.94,403.81,763.9,5688,789.36,6,4,2025,7
2025-07-04T05:00:00.000Z,2025-07-04T11:00:00.000Z,1282.89,510.75,853.79,5688,827.55,6,4,2025,7
2025-07-04T04:00:00.000Z,2025-07-04T10:00:00.000Z,1498.05,536.48,1041.75,5688,915.14,6,4,2025,7
2025-07-04T03:00:00.000Z,2025-07-04T09:00:00.000Z,1844.77,536.87,1285.28,5688,1189.49,6,4,2025,7
2025-07-04T02:00:00.000Z,2025-07-04T08:00:00.000Z,2200.58,803.91,1578.54,5688,1733.19,6,4,2025,7
2025-07-04T01:00:00.000Z,2025-07-04T07:00:00.000Z,2506.56,965.59,1864.78,5688,2129.21,6,4,2025,7
2025-07-04T00:00:00.000Z,2025-07-04T06:00:00.000Z,2818.66,1122.28,2071.58,5688,2440.86,6,4,2025,7
2025-07-03T23:00:00.000Z,2025-07-04T05:00:00.000Z,3050.7,1504.16,2370.87,5688,2674.28,6,4,2025,7
2025-07-03T22:00:00.000Z,2025-07-04T04:00:00.000Z,3417.57,2148.17,2747.69,5688,2754.01,6,4,2025,7
